UserId,Products
16012,"[11360906,11147512,11360880,11360906]"
16016,"[11658994,11360912,11659734,11360868]"
16022,"[11659838,11148440,11141324,11360798]"
1603,"[11139192,11659034,11659734,11658984]"
16037,"[11139192,11407392,11659050,11141538]"
16038,"[11145624,11237196,11237196,11237196]"
16086,"[11659242,11659020,11360738,11659068]"
16115,"[11407356,11603798,11360928,11360870]"
16117,"[11139192,11659590,11360878,12658232]"
16118,"[11139192,11148888,11245914,12657500]"
16162,"[11139192,11145748,11145762,11361050]"
16175,"[11360994,11141306,11141330,11659530]"
16204,"[11481068,11141330,11659340,11659142]"
16217,"[11659520,11460972,11141324,11141346]"
16228,"[12371250,11360828,11659304,11237172]"
16232,"[11659938,12407042,11407216,11141324]"
16238,"[11658988,11148888,11407194,11659918]"
1624,"[11659030,11245914,11237196,11659120]"
16260,"[11360848,11407224,11407436,11460972]"
16271,"[12371306,11141346,11460806,11148888]"
16277,"[12407450,11141324,11148888,12407380]"
16287,"[11659586,11360988,11659666,11659558]"
16311,"[12407116,11148888,11141346,11245914]"
16313,"[11139192,11148888,11245914,11335966]"
16317,"[11139192,11141306,11141342,11141306]"
16318,"[11139192,12406920,12407804,11660000]"
16323,"[11360894,11145624,11335966,11145664]"
16328,"[11141644,11237072,11360640,11141644]"
16334,"[11407154,11141346,11659534,11460968]"
1635,"[11660046,11147290,11360872,11660048]"
16366,"[11407114,11148888,11141324,12407526]"
16371,"[12406944,12657742,11659216,11659448]"
16382,"[11659030,12360372,11360684,11245914]"
16383,"[12371322,11360846,11659406,11360728]"
16394,"[11659236,11658984,11659000,11141326]"
16409,"[11659314,11659218,11481078,11659342]"
16415,"[11659000,11659004,11659156,11237196]"
16419,"[11147290,11147290,11460738,11147268]"
16440,"[11237174,11237172,11360928,11148888]"
16443,"[12407800,12657356,11407282,11659646]"
16454,"[11660054,11660048,11659004,11141320]"
16472,"[11407134,11237172,11461040,11659118]"
16481,"[11659272,11148888,11407158,11460738]"
16488,"[11659840,11245914,12657618,11659292]"
16501,"[11659464,11141346,11245914,11360738]"
1651,"[11659156,11407194,11360934,12407852]"
16512,"[11360878,11360942,11141306,11145624]"
16526,"[12360424,11148888,11139524,11659686]"
1656,"[11351668,11148888,11360870,11141306]"
16575,"[11659178,11658996,11141330,12371926]"
16585,"[11139192,11148888,11460806,11245914]"
16588,"[11139192,13038942,11714576,11659292]"
16591,"[11139192,11659604,11148888,11659764]"
16595,"[11139192,11407436,11141330,11460792]"
1660,"[11139192,11141306,11148888,11141346]"
16603,"[11149934,11659120,11659216,11603792]"
16605,"[11139192,11659046,11658950,11360674]"
16611,"[11139192,11659552,11659646,11659646]"
1662,"[11139192,11141346,11141320,11335962]"
16627,"[11139192,11659860,11460968,11335962]"
16628,"[12371342,11407476,11658988,11659918]"
16647,"[11603836,11148888,11659554,11360738]"
16649,"[11360986,11149026,11659332,11603822]"
16660,"[11407278,11335962,11141346,11407262]"
16672,"[11407478,11148888,11659060,11407114]"
16676,"[11659626,11360728,11141346,11659538]"
16680,"[12406948,12657534,11141326,11245914]"
16697,"[11659210,11145702,11659548,11660120]"
16698,"[11351668,11145624,11148902,11245944]"
16715,"[12657732,11148888,11659236,11460738]"
16719,"[11360886,11360886,11407436,11407436]"
16723,"[11361056,11141346,11141330,11360640]"
16741,"[11139192,11659064,11659064,11360942]"
16758,"[11360934,11460978,12360444,11141324]"
16764,"[11141326,11139650,11141324,11659236]"
16778,"[13038650,11659248,12407400,11481060]"
1678,"[11407262,11360928,11460738,11245914]"
16784,"[12371246,11407356,11245914,11480992]"
16785,"[11237194,11360716,11237194,11659448]"
16786,"[11460854,11144260,11148888,12407398]"
16798,"[11659210,11360760,11141346,11520046]"
16811,"[11360780,11360780,11360780,11141330]"
16826,"[11659580,11245914,11360854,11460738]"
16827,"[11461022,11659034,11461014,11460806]"
16829,"[11659448,11660080,11660122,11660084]"
16832,"[11659562,11141330,11360810,11361056]"
16840,"[12371324,11360848,11360848,12407304]"
16847,"[11139192,11659936,11360718,11659236]"
16848,"[11407262,11659794,12406920,11407262]"
16856,"[12407400,11659292,11659972,11145664]"
16868,"[11407436,11407134,11407226,11714588]"
16887,"[11139192,11360660,11659020,11141306]"
16891,"[11481076,11148888,11141330,11659536]"
16903,"[11481078,12407450,12407030,11659042]"
16908,"[11714540,11407170,11460738,11407262]"
16909,"[11460780,11460780,11237174,11360998]"
16915,"[11460806,11659234,11237196,11460806]"
1692,"[12407472,11659340,11659006,11148888]"
16942,"[11461040,11237172,11144260,11481020]"
16944,"[11460806,11360884,11360672,11659432]"
16948,"[11145664,11145664,11139194,11360942]"
16961,"[11360894,11360894,11360894,11335966]"
16963,"[11139192,11245914,11237172,11659734]"
16965,"[11139192,11360654,11144260,11660100]"
16972,"[11360878,11237172,11360878,11520046]"
16985,"[11659544,11659346,11237196,11460968]"
1699,"[11139192,11141538,11237172,11141330]"
1701,"[11659218,11145740,11145600,11659298]"
17025,"[11659604,11141346,11360878,11659602]"
17028,"[11407150,11659806,11460716,11360778]"
17029,"[11147290,11407098,11360780,11245914]"
17033,"[11139192,11145624,11360894,11147252]"
17041,"[11460966,11659558,11460738,11407262]"
17060,"[11461108,11141306,11141306,11407262]"
17079,"[11237148,11141306,11145624,11360668]"
17080,"[12360394,11659236,11481000,11360738]"
1709,"[11659624,11335962,12407702,11141306]"
17102,"[11407298,11660000,11659812,11360760]"
17120,"[12407422,12360372,11139650,11659284]"
17127,"[11407158,11148888,11139524,11460738]"
17147,"[11659950,11148888,11659696,11335966]"
17149,"[12360400,12360426,12657334,12658282]"
1715,"[11603792,11360760,11659362,11141330]"
17157,"[11659204,11335962,11407272,11659646]"
17176,"[11659210,11148982,11658996,11407222]"
17184,"[11660168,12436456,11360738,11659534]"
17190,"[11603772,11659144,11360738,11335962]"
17204,"[11658984,12407852,11360760,11148888]"
17207,"[11714676,11407194,11145740,11148966]"
17213,"[12407436,11659236,11148888,11659236]"
17240,"[11659918,11141320,11360688,11659232]"
1725,"[11139192,12407318,11245914,11145740]"
17266,"[11237196,11237196,11237196,11237196]"
17280,"[11660242,11659966,11360680,11659020]"
17286,"[11149198,11148888,11659342,11659812]"
1730,"[11658992,11481068,11141320,11659000]"
17302,"[11659538,11245914,11659538,11659538]"
17309,"[11139192,11237172,11360878,11659232]"
17336,"[11139192,11360728,11460968,11460964]"
17339,"[11139192,12407042,11460952,11148888]"
1734,"[11139192,11141324,11141324,12407924]"
17343,"[11139192,11658982,11659116,11659552]"
17347,"[11139192,11141330,11237172,11147252]"
17352,"[11139192,11147512,11460780,11659036]"
17408,"[11460766,11360880,11407162,11407170]"
17410,"[13039466,11461012,13038948,11148888]"
17418,"[11659158,11148888,12371364,12657384]"
17446,"[11659216,11659216,11659448,11659216]"
17450,"[11139192,11659646,11145614,11659234]"
17452,"[11139192,12407014,12657370,11460676]"
17456,"[11139192,11145624,11360928,11407182]"
17482,"[11659034,11360988,11360642,11714576]"
17500,"[11460988,11481080,12371240,11481080]"
17503,"[12657364,11148888,11659722,11237172]"
17519,"[11360760,11148888,11141346,11237172]"
1753,"[11360878,11148888,11407172,11360878]"
17530,"[11659470,12406972,11460696,11360688]"
17535,"[11659104,11148888,11659104,11659004]"
17537,"[11481060,11147290,11360668,11659536]"
17538,"[11407114,11141306,11460972,11658982]"
17555,"[11139192,11460738,11141346,11460978]"
1756,"[11139192,11335966,11145624,11361056]"
17568,"[11659182,11407406,11145624,11658992]"
17572,"[11141346,11141346,11659812,11659960]"
17581,"[11660156,11659406,11360688,12657500]"
17587,"[11145748,11659142,12360398,11659110]"
17591,"[11659024,11141346,11360854,11148888]"
176,"[11659622,11460978,11407242,11360728]"
17605,"[12407682,11659236,11460968,11659548]"
17612,"[11360886,11139192,11147292,11481020]"
17613,"[11659248,11360738,11351668,11659688]"
17614,"[11361056,11460972,11360760,11361056]"
17621,"[11407382,11407382,11145624,11407392]"
17630,"[11659216,11237172,11659216,11659422]"
17631,"[12658130,11148888,11659240,11659000]"
17634,"[11139192,12360424,12360424,11481072]"
17635,"[11139192,11141330,11481050,11460968]"
17658,"[11361046,12995872,12360386,11461040]"
17660,"[12658328,11659346,11659552,11659618]"
17663,"[11139192,11360932,11145762,11460854]"
17675,"[11139192,11659432,11520046,11407158]"
17694,"[11407102,12657338,11141346,11407102]"
17699,"[11141324,11460738,11141330,11360738]"
17715,"[12360436,11460738,11237172,11407102]"
17737,"[11659236,11148888,11659236,11141320]"
17758,"[11659026,11460990,11659026,11659006]"
17765,"[11659518,11461012,11360728,11714566]"
17782,"[11658990,11460854,11461040,11659406]"
17798,"[11139192,11237196,12436456,11145654]"
1781,"[11461038,11141346,11659146,11335962]"
17812,"[11360764,11659538,11141346,11141330]"
17814,"[11360870,11360854,11407150,11145702]"
17818,"[11145664,11148888,11360884,11461012]"
17847,"[11139192,11245914,11659422,11659696]"
17849,"[11139192,11335962,11360928,11360928]"
17850,"[11139192,11245914,11660124,11407194]"
17866,"[11139192,11460806,11360880,11150096]"
17868,"[11658980,11360882,11659524,11148854]"
17871,"[11659562,11659518,11460780,11659548]"
17873,"[11139192,11659346,11360894,11245914]"
17876,"[12360438,11360738,11139194,11407102]"
17885,"[11659936,11461012,12407042,11407224]"
17893,"[11351668,11361050,11659036,11351668]"
17896,"[11360854,11659580,11659024,11460738]"
17917,"[11360860,11147292,11659046,11603796]"
17918,"[11407262,11714588,11659958,11360728]"
17931,"[11659050,11659618,11658996,11141306]"
17938,"[11659340,11659340,11407382,11480992]"
17939,"[11660006,11148888,11147268,11660006]"
17954,"[11659044,11141538,11360728,11659046]"
17959,"[11659002,11145664,11461012,11141346]"
17960,"[11407216,11360894,11659938,11360884]"
17963,"[11139192,11141346,11407264,11659552]"
17966,"[11139192,11335966,11659450,12407014]"
17972,"[12657658,11148888,11360674,11659000]"
17980,"[11360966,11245914,11460738,11360966]"
17990,"[11481072,11360728,11360764,11360738]"
17997,"[11660094,11460978,11659332,11659238]"
17999,"[11659064,11148888,12360372,11141346]"
18,"[12360410,11360778,11360716,11407262]"
18013,"[11659764,11659218,11659582,11659524]"
18040,"[12658182,11461014,11460696,11659566]"
18054,"[11659578,11360778,11659542,11361056]"
18067,"[11659216,11237172,11148888,11141330]"
18071,"[11139192,11141330,11659552,11141324]"
18075,"[11139192,11460972,11360728,11245914]"
18091,"[11659052,11360882,11659420,11659332]"
18107,"[11237192,11659340,11145624,11360758]"
18113,"[11460864,11245914,11360728,11237172]"
18115,"[11407098,11145600,11659706,11148922]"
18133,"[11145664,11141346,11148888,11147290]"
18137,"[11139192,11148888,11245914,11460738]"
18140,"[11659238,12407450,11659238,11237172]"
18145,"[11139192,11659646,11407264,11460780]"
18147,"[12407022,11145624,11714462,11461040]"
18150,"[11659314,11659024,11407238,11145762]"
18164,"[11141306,11658984,11659004,11659734]"
18166,"[11659006,11148888,11714458,11141346]"
18167,"[11659820,11407262,11360738,11141330]"
1817,"[11659544,11659544,11460968,11360966]"
18178,"[11360906,11658946,11145626,11141538]"
18205,"[11660120,11660120,11660120,11145624]"
18209,"[11145740,11148888,11335962,11141330]"
18231,"[11407196,12406870,11360868,11139650]"
18233,"[11360956,11335962,11360934,11360994]"
18264,"[11141306,11360660,11460910,11460676]"
18268,"[11659448,11141330,12657742,11141324]"
18269,"[11360912,11335966,11360912,11659046]"
18277,"[11360704,11659120,11237072,11714676]"
18306,"[11139192,11460968,11407222,12407102]"
18314,"[11660128,11145740,11141538,11659624]"
18341,"[11139192,11360882,11660122,11603770]"
1835,"[11139192,11360912,11360912,11460990]"
18352,"[11139192,11145664,11360708,11714570]"
18357,"[11139192,11659236,11148888,11460972]"
1836,"[11139192,11603798,11659020,11658996]"
18368,"[11139524,11245914,11148888,11659686]"
18372,"[11480992,11659000,12657648,11659464]"
18375,"[11660140,12657880,11360882,11660082]"
18380,"[11660084,11460738,11144260,11659120]"
18383,"[11139192,11659564,11360848,11659646]"
18397,"[11659646,11245914,11360728,11659646]"
18420,"[12658072,12657768,11460738,11461012]"
18444,"[11659422,11335962,11360660,11141346]"
18459,"[11659534,11141346,11659534,11407116]"
18482,"[11360878,11141330,11148888,11360988]"
18492,"[11659046,11148888,11237172,11460972]"
18493,"[12406972,11141306,11145744,11141342]"
18503,"[11407162,11460766,11360880,11335962]"
18512,"[11460986,11148888,11360738,11245914]"
18517,"[11659310,11360894,11237194,11237194]"
18521,"[11407382,11141306,11659000,11407382]"
18522,"[11139192,11360738,11335962,11360884]"
18544,"[11139192,11245914,11141330,11460972]"
18553,"[11139192,12371376,11714540,11480992]"
18564,"[11139192,11659548,11659548,11237172]"
18572,"[11139192,11335962,11148888,11147268]"
18573,"[11139192,11659538,11360878,12407036]"
18586,"[11659770,11658984,11460738,12407148]"
18587,"[11480994,11148854,11335966,11145748]"
18608,"[11461020,11237172,11148888,11659000]"
18617,"[11141306,11659860,11659860,11360660]"
18622,"[12995872,12657788,11360870,12322658]"
18631,"[11659432,11148888,11660000,11245914]"
18657,"[11659250,11141328,11461022,11460972]"
18692,"[11659026,11460780,11659026,11360880]"
18709,"[12360404,12371244,11148888,11360848]"
1874,"[11141328,11659642,11360912,11360912]"
18781,"[11659236,11360738,11360860,11659236]"
18782,"[11659238,11360694,11237172,11659240]"
18792,"[11659412,11659036,11659204,11141530]"
18793,"[11659812,11407102,11460902,11407382]"
18803,"[11407382,11407224,11141324,11360738]"
18811,"[11714428,11460738,11407194,11245914]"
18817,"[11407264,11148888,11520046,11659914]"
18848,"[11659240,11360738,11460738,11360878]"
18856,"[11141320,11360648,11245914,11237172]"
18867,"[11659244,11360854,11145664,11360828]"
18870,"[11659630,11460696,11360672,11407224]"
18912,"[11360906,11147512,11461012,11360858]"
18928,"[11460904,12407832,11460738,11407274]"
18936,"[12371376,11659000,12657334,11659538]"
18942,"[11714676,11360692,11148888,11659734]"
18959,"[11659840,11659538,11659554,11714428]"
18960,"[13039514,13039820,11660000,11659292]"
18961,"[11659950,11148888,11360758,11237072]"
18969,"[11659764,11659236,11659590,11659218]"
18970,"[11407172,11659034,11237156,11407356]"
18978,"[11360672,11360672,11407168,11145640]"
1899,"[11141306,11141306,11141306,11141320]"
19001,"[11139524,11139524,11360912,11714462]"
19012,"[11659554,11144260,11659452,11460854]"
19022,"[11139524,11139524,11659548,12436456]"
19023,"[11659024,11148888,11659950,11460972]"
19029,"[11360800,11148888,11360738,11141354]"
19044,"[11481080,11148888,11407382,11460676]"
19064,"[11659246,12360424,11481092,11603772]"
19069,"[11659432,11407102,11141330,11659020]"
19071,"[11659736,11659602,11659624,11659004]"
19077,"[11460676,11659064,11141346,12407022]"
19078,"[11460738,11245914,11148888,11141346]"
19091,"[11460766,11237172,11360670,11460766]"
19112,"[11139192,11237172,11360912,11407262]"
19114,"[11659998,11460806,12407770,11141320]"
19115,"[12407102,11360760,11407222,11245914]"
19121,"[12406932,11460738,11659346,11481092]"
19145,"[11407204,11360670,11481006,11407262]"
19160,"[11139192,11139524,11659692,11360932]"
19161,"[11139192,11145740,11659716,11659604]"
19162,"[11360882,11460854,11360882,11148888]"
1917,"[11481086,11148888,11659236,11461022]"
19170,"[11714458,11460696,11714458,12657880]"
19177,"[13038816,11360870,11245914,11659538]"
19178,"[11360776,11141346,11335962,11141324]"
19187,"[11237174,11237172,11407172,11659432]"
19200,"[11407178,11360880,11145664,11141330]"
19208,"[11659990,12399312,11659000,11148888]"
19210,"[11360860,11147292,11659004,11658984]"
19227,"[11360854,11147290,11360882,11360668]"
19231,"[11460806,11148888,11245914,11407272]"
19242,"[11460598,11360738,11148888,11360912]"
19243,"[11360770,11407382,11360878,11360760]"
19248,"[11139192,11360884,12407864,11145664]"
19281,"[11139192,12371374,11407262,11461040]"
19288,"[11139192,11148888,11237172,11407114]"
19304,"[11461022,11141330,11659046,11245914]"
19310,"[13038858,12406948,11659342,11603832]"
19313,"[11659632,11360780,11237174,11145600]"
19318,"[11361056,11659562,11361056,11407196]"
19322,"[11139192,11141306,11148888,11659060]"
19354,"[11139192,11460738,11360760,11148440]"
19357,"[11139192,11141328,11361056,11659590]"
19363,"[11139192,11461012,12407742,11407264]"
19366,"[11360874,11659236,11659060,11360912]"
1937,"[12407764,11407170,11460738,11407194]"
19376,"[11659026,11460972,11148888,11659544]"
19379,"[11360912,12407228,11659604,11659236]"
19380,"[11139192,11148888,11237172,11245914]"
19385,"[11360780,11145740,11360728,11460968]"
19386,"[11659712,11141644,12360430,11361054]"
19389,"[12360462,11407392,11245914,11360778]"
19404,"[11407222,11141330,11148888,11360884]"
19411,"[11147268,11141346,11147268,11659236]"
19417,"[12407014,11141346,11407262,11659236]"
19443,"[11659238,11237172,12407014,11659238]"
1945,"[11481082,11245914,11407098,11407262]"
19458,"[11659110,12407654,11407182,11659540]"
1946,"[11460902,11659776,11714566,11659776]"
19480,"[11660102,11460738,11659120,11659626]"
19484,"[11659034,11148888,11141330,11460792]"
19489,"[11139650,11335966,11659004,11659334]"
19502,"[11407180,11659578,12360444,11407400]"
19505,"[11139192,11660128,12371250,11659006]"
19507,"[11659538,11659292,11360884,11360758]"
19514,"[11460926,11360738,11360728,11460990]"
1952,"[11659836,11659044,11360680,11659864]"
19531,"[11660156,11660006,11659034,12407436]"
1954,"[12407026,11461022,11148888,11245914]"
19541,"[11407226,11659236,11360912,11145740]"
19549,"[11407170,11141324,11407170,11659244]"
19562,"[11360728,11659626,11659626,11141346]"
19563,"[11659532,11141346,11360760,11361054]"
1959,"[11360692,11147290,11659432,11141320]"
19591,"[11659332,11148888,11407476,11360652]"
19595,"[11659450,11659432,11139524,11360828]"
19604,"[11141324,11145624,11141306,12371288]"
19610,"[11360976,11407476,11659298,11659602]"
19652,"[11335962,11407262,11148922,11335962]"
19668,"[11659146,11245914,11148888,11659118]"
1970,"[11139192,11245914,11407140,11460904]"
19712,"[12407696,11237196,12658234,11659432]"
19729,"[11659836,11460738,11237172,11480992]"
1973,"[11659536,12360444,11237196,12360436]"
19731,"[11407102,11407102,11407102,11481068]"
19733,"[11659878,11360884,12360424,11460902]"
19758,"[11659972,11141324,11659538,11141324]"
19761,"[11145614,11141324,12360390,11361010]"
19787,"[11149062,11237172,11460742,11148888]"
1980,"[11407282,11360884,11659708,11245914]"
19801,"[11658982,11237172,11407114,11658982]"
19804,"[11481020,11407168,11141346,11360642]"
1981,"[11659048,11245914,11360760,11148854]"
19819,"[12360462,11714576,11659914,11147268]"
19834,"[11139192,11141324,11360738,11360778]"
19862,"[11407138,11407150,11360778,11360884]"
19867,"[11659208,11245920,11658984,11360776]"
19874,"[11360776,12406976,12360438,11148888]"
1990,"[12407324,11335962,11659716,11460968]"
19903,"[11360882,11360680,11147290,11360660]"
19909,"[11659798,11148888,11460972,11659088]"
19912,"[11659238,11360964,11659238,11460968]"
19920,"[11659998,11360964,11461022,11659282]"
19929,"[11659238,11237172,11659602,11141346]"
1993,"[11361056,11141308,11658996,11145748]"
19954,"[11659642,11237172,11659540,11360878]"
19962,"[11360854,11360912,11145664,11335962]"
19971,"[11139192,11237172,11659696,11461012]"
19973,"[11139192,11141346,11407382,11141326]"
19976,"[11139192,11659452,12371244,11481072]"
20018,"[11139192,11141346,11407382,11460968]"
20043,"[11659420,11360854,11407436,11237196]"
20059,"[11139192,11141324,11148888,11407392]"
20066,"[11139192,11148854,11360928,11460972]"
20067,"[11360810,11141330,11141330,11659576]"
20068,"[11407436,11145702,11658950,11141306]"
201,"[13039530,11461012,11245914,13038952]"
20106,"[11660230,11660084,12407154,11660080]"
20116,"[12407042,12407042,11141340,11360884]"
2012,"[11141306,11141306,11245914,11141346]"
2015,"[11461040,11659456,11141324,11460738]"
20150,"[11461012,12360454,11407356,11360760]"
20165,"[11407356,11360934,11360878,11659340]"
20176,"[11141538,11360854,11335966,11145748]"
20177,"[11139192,11148888,11141346,11141306]"
2018,"[11407194,11148888,11245914,11145624]"
20210,"[11145642,11148888,11145600,11659998]"
20211,"[11659770,11360758,11360872,11460988]"
20215,"[11139192,11659412,11460742,11141538]"
20222,"[11139192,11145664,11145748,11407272]"
20224,"[11139192,11360764,11360878,11245914]"
20226,"[11139192,11141346,11237172,11407102]"
20233,"[11659248,11245914,11659236,11360738]"
20241,"[11659072,11139524,11460864,11145624]"
20249,"[11460766,11460766,11141306,11141324]"
2026,"[11480980,11460972,11659706,11141330]"
20260,"[11139192,11360880,11360880,11360912]"
20270,"[11139192,11237196,11237196,11659024]"
20276,"[11139192,11407158,11139192,11360942]"
20280,"[11139192,11237172,11141346,11148854]"
20284,"[11659570,11659422,11360810,11360988]"
20288,"[11360878,11148888,11360760,11141346]"
203,"[12658204,11660006,12657732,11148888]"
2030,"[13039820,13039514,11714538,11407262]"
20301,"[11481050,11659544,11360884,11360880]"
20311,"[11139524,11659222,11360912,11139524]"
20326,"[11659776,11460902,11659776,11659812]"
20344,"[11360878,11360878,11147512,11360878]"
20351,"[11407182,11141346,11407272,11659590]"
20355,"[11659456,11145748,11659456,11147512]"
2037,"[11481020,11481020,11237192,11407114]"
20371,"[11139192,11335966,11360884,11407382]"
20382,"[12657766,11460696,12407042,11360662]"
20398,"[11659628,11360912,11659808,11360738]"
20405,"[11139192,11147252,11360860,11360738]"
20407,"[11139192,11659686,11148888,12407370]"
2041,"[11659020,11141346,11335962,11407272]"
20421,"[12371308,11480992,11148922,11407382]"
20448,"[11360728,11360728,11360884,11460904]"
20450,"[11360694,11141346,11659922,11148888]"
20465,"[11141330,11141346,11659236,11148888]"
2048,"[12406904,11659972,12407852,11659242]"
20483,"[12360390,11659004,11460738,11141346]"
20484,"[13039450,12360438,11360674,11659452]"
20496,"[11659314,11659006,11148888,11659234]"
20499,"[11139192,11659538,12658390,13038848]"
20501,"[11659002,11360880,11141330,11520046]"
20508,"[11139192,12436456,11659066,11481078]"
20514,"[11139192,11145600,11147268,11145740]"
20530,"[11139192,11360728,11237172,11460968]"
20542,"[11139192,11460766,11237196,11360764]"
20546,"[11148922,11360894,11141346,11360854]"
20552,"[13039526,11460914,12407154,11659770]"
20553,"[11659204,11360858,11658950,11145702]"
20565,"[11659626,11460972,11460978,11237172]"
20593,"[13017344,13038952,11659490,11148888]"
20617,"[11361054,11460806,11147268,11407272]"
20641,"[12407006,11148888,12657692,12407008]"
20657,"[11141342,12657338,11461062,11141346]"
2067,"[11659000,11148888,11245914,11460738]"
20697,"[11139192,11148888,11407272,11659306]"
20698,"[11358628,11460972,11358628,11141306]"
20702,"[11659004,11659000,11659004,11360810]"
20710,"[11141346,11141346,11480980,11360718]"
20714,"[11461008,11659936,11360942,11360884]"
2072,"[11714570,11141330,11141346,11659966]"
20730,"[11145600,11145624,11659340,12406880]"
20743,"[12407654,11245914,11659538,11407102]"
20744,"[11360848,11148888,11139524,11245914]"
20751,"[11659686,11245914,11360764,11460968]"
20753,"[11660068,11360680,11658984,12406966]"
20764,"[11147268,11148888,11141330,11460738]"
20771,"[11659024,11148888,11139524,11603798]"
20780,"[11360798,11139650,11407102,11659838]"
20782,"[11659630,11141346,11658986,11360728]"
20787,"[11360994,11141346,11360994,11360882]"
20788,"[11237194,11237194,11145624,11659190]"
2079,"[11659918,11659490,11659688,12407414]"
20807,"[12371376,12322658,12360436,12322658]"
20822,"[11659240,11659122,11147512,11335964]"
20830,"[11407238,11659314,11360738,11360728]"
20831,"[11659216,11659000,11460738,11407134]"
20833,"[11139192,11460738,11460972,11360928]"
20834,"[11139192,11460738,11245914,12360424]"
20843,"[11407170,11237172,11148888,11245914]"
20848,"[11480992,11148888,11407436,11141346]"
20855,"[11360880,11360912,11658984,11407178]"
20869,"[12371308,11148922,12406966,11520046]"
20870,"[11460762,11659836,11360642,12407132]"
20875,"[11141324,11141324,11141324,11141324]"
20877,"[11659686,11237144,11360878,12407742]"
20878,"[11237196,11141346,11148888,11659000]"
20879,"[12371362,11360886,11659936,11714576]"
20883,"[12360418,11148888,12657500,11660006]"
20897,"[11659062,11335966,11659036,11659734]"
20901,"[11659346,11460972,11659686,11145740]"
20902,"[11659042,11237172,11461012,11659564]"
20908,"[11139192,11361044,11659142,11141306]"
2091,"[11139192,11237196,11148888,11659362]"
20922,"[11659552,11245914,11351668,11360878]"
20923,"[11659330,11461012,11407382,11148888]"
20939,"[12407414,11141324,11335962,12657788]"
20966,"[11659298,11148888,11245914,11659646]"
20979,"[11659622,11360878,11659860,11658984]"
20998,"[11139192,11148888,11141330,12360390]"
21003,"[11659236,11460990,11659236,11460914]"
21015,"[11659050,11659410,11145664,11659950]"
21024,"[11660150,11460738,11659742,11360760]"
2105,"[11460742,11659314,12371376,11141330]"
21072,"[11659544,11148888,11460972,11659646]"
21073,"[11407264,11360994,11658998,11360912]"
2108,"[11659764,12360436,11659622,11237196]"
2110,"[11139192,11148888,11460738,11237172]"
21123,"[11139192,11460806,11659178,11407242]"
21131,"[11659334,11360760,11148888,11139650]"
21141,"[11360810,11659000,11659046,11659090]"
21148,"[12407120,11660250,11148902,11141324]"
21178,"[12407132,12360386,11407478,12407002]"
21184,"[11360880,11460766,11148888,11145624]"
21186,"[11407160,11407114,11460972,11335966]"
21195,"[11460926,11407170,11460968,11141346]"
21202,"[12657380,11360778,11360996,11460972]"
21205,"[11481086,11659878,12407042,11360878]"
21237,"[11460910,11245914,11659146,11659036]"
21247,"[11139192,11360886,11360886,11659244]"
21253,"[11461022,11237172,11141330,12407154]"
21260,"[11659764,12360452,11659552,11481000]"
21261,"[11659722,11659646,11407194,11659538]"
21262,"[11460738,11460738,11148888,11659236]"
21266,"[11407168,11360672,11141342,11407208]"
21272,"[11481006,11237172,11407272,11460738]"
21279,"[11460926,11147292,11659332,11360998]"
21284,"[11145626,11148888,11145626,11659060]"
21288,"[11460990,11659332,11361056,11237172]"
21302,"[11461004,12360436,12360444,11360778]"
21333,"[12322666,11591770,11141308,11460680]"
21340,"[11659180,11148888,11460738,11659774]"
21341,"[11660142,11147290,11659770,11360660]"
21347,"[11407198,11407194,11461012,11360886]"
21352,"[11407196,11360942,11407102,11481076]"
21355,"[11360760,11245914,11360760,12360438]"
21361,"[11139192,11360870,12407864,11141326]"
21371,"[11148854,11148854,11460972,11360884]"
21380,"[11659856,11141346,12407042,12360464]"
21382,"[12407086,11659808,12360424,12657998]"
21405,"[11360824,11659604,11407382,11141346]"
21419,"[12407130,11360680,11659406,11659742]"
21421,"[11659530,11141330,11141324,11460952]"
2143,"[11659688,11141346,11361056,11360760]"
21437,"[11658980,11141346,11360688,11145702]"
21438,"[11460916,11659616,12657618,11659794]"
21454,"[11139192,11148888,11141306,11407194]"
21456,"[11139192,11237172,11460738,11658998]"
21466,"[11659624,11145624,11245944,11351668]"
21470,"[12657780,12407304,12406976,11659902]"
21478,"[11139524,11659002,11659452,11407436]"
2148,"[11659126,11361056,11237172,11460738]"
21490,"[11139524,11360942,11335966,11659590]"
21500,"[12310302,11245914,11148888,12657878]"
21515,"[11481076,11148888,11407102,11460806]"
21520,"[12322660,11659538,11659812,11659204]"
21521,"[11139192,11237172,12407036,11360870]"
21545,"[11659026,11591770,11659026,11659220]"
21548,"[11335966,11659004,11481024,11407392]"
2155,"[11360770,11139192,11659646,11237148]"
21565,"[11714576,11460972,11360778,11148888]"
21576,"[11660198,11660092,11360882,11714458]"
21581,"[11141306,11460972,11141306,11659590]"
21593,"[12657338,11407134,11148888,11460854]"
21597,"[11659624,11141346,11148888,11141306]"
21599,"[11659640,11460968,11360728,11659534]"
21601,"[11659616,11360912,11360998,11407170]"
21645,"[11660000,11660000,11460806,11659794]"
21646,"[11407262,11659536,11659608,11407272]"
21655,"[11237196,11141346,11360880,11407178]"
21679,"[11460670,11460972,11460670,11141346]"
21693,"[12658478,12407042,11460910,11660204]"
21694,"[11360640,11360728,11360966,11660242]"
21724,"[11660084,12407132,11659448,11360660]"
