Product,Products
11659688,"[11659952,11659580,12371342,12658524,12658262,13038648,12658550,12322662]"
11659690,"[12437416,13039814,14101712,13039408,13039638,12437230,11407270,13039510]"
11659692,"[11659726,12360458,12407946,11460952,11460670,13039900,11659720,12658388]"
11659696,"[11659640,12407644,11659642,12658264,12658598,11148860,11659596,13653686]"
11659698,"[12437194,12658360,12657388,12658252,11659956,11660110,12658432,12973004]"
11659700,"[11659766,11659780,11659560,13039832,11659442,13653628,13039924,12658084]"
11659702,"[12658598,12657582,12658612,11659966,12658320,13039542,12437186,11659942]"
11659704,"[12657698,11659642,12407644,12658264,11460972,12658514,11659670,11659696]"
11659706,"[12658244,13039500,13039760,12437228,11659742,11480994,12657658,12407366]"
11659708,"[12658244,13039500,12658234,12406998,11145642,12658110,12658536,11659962]"
11659710,"[11460984,12407426,11407212,13039826,13039018,11481054,12406948,12407614]"
11659712,"[11659674,11659618,11659954,11148920,11659680,11659960,11659554,12658534]"
11659714,"[11714544,12657590,11659022,13072610,12658548,12658312,12658608,11659454]"
11659716,"[11659526,12658434,12437168,12658446,11145612,12658634,12658336,11659940]"
11659718,"[11659866,11659620,11659442,11659736,11659766,11659802,11659648,12995908]"
11659720,"[11659810,13038724,12436466,11360912,13039088,12407790,11358628,11659300]"
11659722,"[11659246,12437336,12406964,12657408,11659542,12436790,12436786,11659956]"
11659724,"[11659732,13039626,11659852,12658390,11460904,12407038,12658340,11659294]"
11659726,"[11659430,11659890,11658984,12407648,11659288,12322648,11603832,12407830]"
11659728,"[11659544,11659962,13039818,12436774,11659596,11659580,11659536,12437284]"
11659730,"[12360418,11659682,12657534,12360428,12407400,12407388,12360432,12360438]"
11659732,"[11659724,12360424,11659852,12407790,12371368,12407234,11659292,12406912]"
11659734,"[11407262,11659732,11603824,13039626,11659724,12658478,13039020,12407234]"
11659736,"[11659766,11659718,11659866,11659550,11714602,11659442,11659566,12947668]"
11659740,"[12407652,11659838,12657382,13653572,12360432,13653596,12658244,12657704]"
11659742,"[11659818,12658244,11659706,12407366,13039064,11407434,12406964,11480994]"
11659746,"[11237260,13039882,14122822,12407368,13039692,12658248,13038152,12406988]"
11659750,"[12658266,12658252,11714322,12658466,11360962,12407628,11659836,11460910]"
11659760,"[12407702,11659310,12406958,13039398,11659814,12658078,11659292,11659288]"
11659764,"[13039540,11659864,11659940,12658612,11237250,11659590,12658316,11658992]"
11659766,"[11659442,11714602,11659866,11659514,11659648,11659550,12947668,11659736]"
11659770,"[12658614,12657398,11659558,12658564,11659644,12658676,11460972,11714532]"
11659774,"[12407644,11659642,13653686,12658526,12658676,11659652,11659832,11659696]"
11659776,"[11659590,11714322,12658236,12437194,12658338,12658266,12657556,12658100]"
11659780,"[11659700,11659766,11659550,11659648,11659560,12407652,11659838,11714602]"
11659790,"[11659514,11659550,11659648,11659766,11714560,11714602,13653690,12657658]"
11659794,"[11603832,12407916,12407502,12407498,12406930,11659302,12406874,12407454]"
11659798,"[11237172,12658280,11659702,12658618,13039640,13039542,11659964,12696938]"
11659802,"[11659718,11659866,11659620,11659736,11659644,11659916,11658984,13039518]"
11659804,"[11659446,12658560,12658322,12437032,11659436,12657704,11659834,12658194]"
11659806,"[11659652,12658428,11659344,14121826,11659832,12658608,12658424,11714526]"
11659808,"[11659962,11460968,12658544,12658566,12658594,11659152,11145666,13038868]"
11659810,"[13038724,12657698,11659958,12658250,13064990,11659720,11659948,12658320]"
11659812,"[12658698,12407864,12407318,12436886,11659308,11480984,11407112,11407410]"
11659814,"[12658472,12407630,13039398,11659558,11659760,11659586,11659532,13039844]"
11659816,"[12657716,12658320,12658502,11714312,12657712,12657582,11659948,12658384]"
11659818,"[11659588,11659742,12657580,12407646,11659564,12658244,12657990,11659594]"
11659820,"[13039596,12407730,13039634,13039148,12371298,12454400,11603822,12407890]"
11659822,"[12437062,13039806,11147312,12658698,11603832,14121846,11145626,11148984]"
11659824,"[12360418,12360428,12360388,12360406,13039776,12657534,12360400,12658110]"
11659826,"[12658322,11659966,11659962,12658568,11659596,12657704,11460966,12658566]"
11659830,"[11360778,12657744,12658232,11460916,12407394,11237192,11480992,12658068]"
11659832,"[11659652,11714574,11659774,12657514,11714526,11714544,12658272,12658526]"
11659834,"[11659628,12658560,12407496,11659804,13039800,13039530,12407648,11660140]"
11659836,"[12658386,11659538,11659750,12658102,12407626,12658104,12658252,11659590]"
11659838,"[12407652,11659648,11659890,11714532,13653596,11659740,11659566,11659550]"
11659840,"[12658634,12437184,12436738,12437090,12658286,11659590,12437196,11460910]"
11659842,"[11659042,13039838,12658384,12658342,12658334,13039828,12658366,11659554]"
11659852,"[11659300,12658388,12407946,11659724,11145744,11659302,12658390,11360884]"
11659854,"[14121838,13039774,11659060,12657444,12657534,12407036,12407912,14121834]"
11659856,"[11658986,12407390,11659464,12437002,11360870,11360884,12407010,11659996]"
11659858,"[13039078,13039094,12407648,11360974,14121822,12407494,11148984,11145744]"
11659860,"[12657694,13039090,11659220,12437202,12657434,12658186,12407384,12437272]"
11659862,"[12407516,12406942,12407388,12657704,12407500,12407742,12407714,11659740]"
11659864,"[11659594,11714680,11659674,12658612,11714534,12657712,11659606,11659570]"
11659866,"[11659442,12995908,11659766,11659718,11659620,11659736,12658526,12657590]"
11659872,"[11659934,11659036,11714322,12658266,12658442,11659200,12658580,12657436]"
11659876,"[11659192,11461004,12407790,11659282,11360810,11460780,11520046,11659300]"
11659878,"[11714680,12658538,12947666,11714544,13038160,11714526,13039542,11658998]"
11659880,"[12658502,12657582,12658556,11714312,11659566,11659948,12658514,12658586]"
11659882,"[11481020,11460788,11460752,12407448,11461008,11603836,11659190,12657474]"
11659884,"[12406946,13039554,11659886,12658386,12658374,12407008,12658104,12658276]"
11659886,"[12658466,12407628,12407626,13039838,12658334,12658366,12658440,11659884]"
11659888,"[12658556,12658546,12658504,12658514,11659432,11147292,12657582,11145666]"
11659890,"[11659430,11659648,11714532,11714600,11659566,11659550,11658984,11659838]"
11659902,"[12407340,11407102,11481086,11460772,11360990,11660000,11659158,12658226]"
11659906,"[11659916,12407436,11659412,12406950,12407390,13039806,11659290,11660150]"
11659914,"[12371388,11659464,12407734,12436976,11659906,12322660,12437232,11660062]"
11659916,"[11659412,12407436,11659442,11659906,11659766,12407900,11714304,11659866]"
11659918,"[12658146,12657598,13039040,12658530,13039452,11460772,13039456,11407122]"
11659922,"[12396562,11659632,11659058,11659562,12657494,11659248,12658136,11660008]"
11659926,"[11659644,11659640,12658564,12658202,12658514,11659770,12657374,12658264]"
11659932,"[12407628,11714322,13039828,11659750,12657680,13081772,12658440,11460910]"
11659934,"[11407280,11714322,12658402,11659036,12658118,11659988,12437194,12658266]"
11659936,"[12658582,12657450,11714588,11714672,11245944,12371362,11660170,12657974]"
11659938,"[12658418,12658420,11659714,12658124,12658552,12658096,13039384,12658120]"
11659940,"[11659564,11658998,11659954,11659960,12658536,11659962,11714304,11145666]"
11659942,"[11659948,11659946,11714312,12657582,11659958,11147292,12658556,11659954]"
11659944,"[11659026,12657712,11659052,12658366,11659538,12658336,12658466,12407626]"
11659946,"[11659942,11659948,11147292,12658598,11659964,12658504,11659962,12657582]"
11659948,"[11714312,11659942,11147292,12657582,11659954,11659960,12658556,12657698]"
11659950,"[11714500,11659968,11659110,11714418,11714478,11659074,11659346,12990078]"
11659952,"[11659964,12657888,11659966,11148860,12658598,11659702,11659688,11659946]"
11659954,"[11659960,11714312,11659962,11659940,11659948,11659542,11659674,11659546]"
11659956,"[12658312,11659674,12436738,11147546,12658554,12657478,11714312,12658348]"
11659958,"[11659948,11659954,11659960,11659942,11714312,12657582,12658546,11659888]"
11659960,"[11659954,11659962,11714312,11659948,12658534,11659940,11659674,11147292]"
11659962,"[11659960,11659954,11147292,11145614,11145642,11659940,11460968,12658536]"
11659964,"[11659004,12658598,11659952,11659966,11460972,11659946,11659942,11658992]"
11659966,"[11659454,11659964,11658992,11659702,12658586,11659952,11659954,11659962]"
11659968,"[11659110,11659950,11659086,11659346,11659140,11659070,12657622,11659074]"
11659970,"[11652758,12371308,13038916,12988604,11659366,11659140,12371290,11714484]"
11659972,"[11659596,11659568,11659544,11659826,12658568,11659632,12396562,11659626]"
11659974,"[12658288,12657700,11659674,11145600,12658554,11147268,11659956,12657722]"
11659976,"[11658984,11714602,11659062,11659298,12658204,11461044,11659514,11659442]"
11659978,"[11714682,12658534,11714312,12658556,12658184,11659954,11659960,11659674]"
11659980,"[11659526,12658184,12657718,13039066,11659186,11659840,11659026,11659810]"
11659984,"[11659330,11659326,11659246,12658348,11714586,11237072,11658986,12437292]"
11659986,"[11407478,11141644,14122748,13039932,13038994,11659470,13038988,12995890]"
11659988,"[11659934,11407280,11460784,11460806,11480992,12437172,11480994,11407162]"
11659990,"[11460854,11360824,13039882,12437180,12436776,14122818,11360776,11659456]"
11659992,"[12407910,12407504,12406998,11660008,12407446,12657500,11658968,12406900]"
11659996,"[12657698,11659236,12658286,11659954,12657558,11659960,12658090,11145614]"
11659998,"[12407592,13038974,12407314,12407870,13039068,12406928,13039094,12407928]"
11660000,"[11460766,11659246,12658430,11520046,12407534,12407854,11659902,11659244]"
11660002,"[12407348,12658490,12658110,11659144,11659152,11407122,11549962,13773578]"
11660004,"[11461040,13039474,13039752,13039478,12658120,12658310,12407566,12407694]"
11660006,"[12657360,14122750,13039466,12657562,12407348,12657714,12407504,13039904]"
11660008,"[11461030,11659992,12658110,12406998,12657534,13039484,11659148,11461020]"
11660024,"[11660030,11660078,11714456,11149934,11237144,11659976,12658038,11660106]"
11660028,"[11660100,11660104,11660030,12657962,12658054,12657970,11714694,13039044]"
11660030,"[11660024,11660164,11660198,12657970,11660218,11660078,11660028,12437220]"
11660042,"[11660132,11714456,11714452,11660112,11660094,11660054,11660100,12657972]"
11660044,"[11714446,12657980,11660166,11660170,11660176,11659406,11149960,12657884]"
11660046,"[13017338,12371308,12988632,11660050,12658212,12988604,13017334,11351668]"
11660048,"[11660228,11659360,11237148,11237132,11659362,11407394,13067404,11660050]"
11660050,"[12995880,12988604,11237132,12988616,11660228,13202648,13202656,13202664]"
11660054,"[11660104,11660094,11660100,11660042,11660084,11714452,11660112,11714456]"
11660058,"[11659942,11148964,12947666,12437176,11659946,12658066,11659958,12657576]"
11660060,"[11659952,12658122,12407472,12658072,13653520,11659700,12406972,13653512]"
11660062,"[11659946,11237172,11460966,13653544,12658280,11659942,11659562,12657866]"
11660064,"[11659864,11659594,12657582,12658612,12658502,12658372,12657712,12407148]"
11660066,"[11659766,11714602,12658586,11659442,11660234,11659550,11714458,13653538]"
11660068,"[11460698,11407254,11360642,13653542,11407248,11660246,11481104,11407206]"
11660074,"[12407394,12658038,11659334,11660212,11360640,11407266,13653578,12407760]"
11660076,"[12658026,12407068,12407144,11660158,12658472,12360416,11659646,11659446]"
11660078,"[11660190,11660202,11660218,12657976,11660024,11660106,11660030,11660198]"
11660080,"[11149964,12657794,11659212,12658518,11460716,11659452,12407014,12657958]"
11660082,"[11660084,11660094,11660112,11660126,11714452,11714694,11660142,11407298]"
11660084,"[11714694,11660142,11460708,11660198,11660126,11407256,11714696,11660222]"
11660086,"[11660206,11660156,12657876,12658384,11660146,11660200,12407204,11407244]"
11660090,"[11659646,11603796,12658472,11659558,12407058,12657442,11245920,11659404]"
11660092,"[11660226,11659962,11147292,12658184,12658234,12658556,11659958,11147300]"
11660094,"[11660112,11660100,11714452,11660132,11660054,11660042,11660084,11660082]"
11660098,"[11714464,11659816,11714696,11659570,11660150,13653528,11659606,11659942]"
11660100,"[11660104,11660094,11714452,11660054,11660028,11660112,11660164,11660042]"
11660102,"[12657978,11660210,12658018,12407900,12657566,11659514,13653592,12974422]"
11660104,"[11660100,11660054,11660028,11660094,11660164,11660112,11360696,11714452]"
11660106,"[11660078,11660218,11660030,11660042,13653686,11149934,11714456,11714472]"
11660110,"[11660142,11660236,11660084,11660112,11714694,13653672,11460708,12658266]"
11660112,"[11660094,11714452,11660142,11660236,11660132,11660042,11407340,11660084]"
11660114,"[11660200,12371272,12696924,12407148,13653606,12657590,12658312,12658346]"
11660118,"[12407014,12995888,12371930,12657798,11660144,12658056,11659340,11660128]"
11660120,"[11659492,11147312,12658204,11659472,14121842,11660204,12658564,12657584]"
11660122,"[11660092,11660226,11145664,13017344,11714312,11714458,12657718,11659960]"
11660124,"[11660236,11660188,11660110,12437232,13653568,11660136,11660142,12658400]"
11660126,"[11660084,11714694,11660142,11660112,11714696,11660082,11660094,11407340]"
11660128,"[11360658,11149964,12657384,11660144,13039368,11660080,11150096,12407510]"
11660130,"[11660190,13653556,11460708,11407256,11460710,11660078,12657954,11660106]"
11660132,"[11660042,11660112,11660094,11660142,11714452,11660136,12407010,11660100]"
11660134,"[11360644,13653624,11360642,13653620,11407254,13653522,11660206,11481104]"
11660136,"[11460708,11660132,11660110,11660142,11360654,11407340,12658084,11660042]"
11660138,"[11659996,11659236,12947668,11660066,12657698,12658586,12995908,11659472]"
11660140,"[13072176,11660192,11714464,12658618,12657954,11659548,11659834,12658192]"
11660142,"[11660110,11660084,11660112,11407340,11660126,11660236,11660132,11360642]"
11660144,"[13038900,12995894,12658154,12995888,12696928,11407142,12407182,12657624]"
11660146,"[13653528,13653534,13653512,11660194,11360680,11407244,13653624,11360642]"
11660150,"[11714304,11714312,11659606,11659670,13017344,12407156,11659940,11659948]"
11660154,"[12407194,12658324,12371380,13653602,11660162,12407168,11660150,13653536]"
11660156,"[11660086,11660200,13038994,12658288,12407076,12657722,12658372,13653652]"
11660158,"[12371268,12658482,11660076,11660176,12407200,12407804,12658480,12407202]"
11660162,"[12658006,12657870,11460696,13653608,12407198,12658038,13653614,11660218]"
11660164,"[11660030,11660104,11660100,11660198,11714456,12657962,11660054,11660218]"
11660166,"[11149960,11714446,12658042,11660176,11660044,12658126,11660168,12407170]"
11660168,"[11660176,11714446,11660044,11660166,11245946,12657884,12657442,12407142]"
11660170,"[12657402,12657538,12658578,11660044,12407184,11360668,11714588,11141538]"
11660174,"[12371286,12371308,12407248,12658212,12988604,12988630,13038916,13038884]"
11660176,"[11660168,11714446,11660166,11660044,11149960,12657884,12657440,11148980]"
11660188,"[11660194,13653558,11360652,11660124,12360426,13653542,12407028,11407248]"
11660190,"[11660078,11660130,13653556,13653536,13653642,11660106,11660202,12658012]"
11660192,"[11660140,13072176,12658574,13038948,12437416,12657866,12407090,12437032]"
11660194,"[13653542,11360652,11407206,12658084,11407254,13653626,11660188,11660146]"
11660196,"[11714458,11714606,11659944,12437378,12947668,13653592,12658234,11660092]"
11660198,"[11660084,11660030,11659944,12658466,11660142,11659052,11660218,11714694]"
11660200,"[11660114,13653606,12407148,12696924,12371272,12658522,12657722,12658554]"
11660202,"[11660078,13653536,11660218,11660106,11660190,13653566,11714696,13653534]"
11660204,"[12407090,11659548,13653520,11660120,12657972,11659946,13653688,12658560]"
11660206,"[11407244,13653566,13653528,13653530,13653608,13653526,13653534,11660086]"
11660210,"[11714700,12658002,12657576,12658218,13653606,12696924,12407148,12371284]"
11660212,"[11360654,13653578,11460702,11360640,13653556,11660084,13653666,13653682]"
11660218,"[13653536,12657888,11660078,12658372,11660198,12657576,13653608,11660030]"
11660220,"[12658534,12658612,12658372,12657582,13039542,11659880,12658002,11659570]"
11660222,"[11660236,11660084,11714694,12657950,13653598,11360642,13653658,11660142]"
11660226,"[11660092,11659962,11147292,11659566,11659514,12658556,11149934,11659960]"
11660228,"[11660048,11660050,11237148,11237132,11659366,11659968,13202656,11714484]"
11660230,"[11149974,12407210,12657438,12658628,12657564,11659454,13039070,12658524]"
11660232,"[12407152,12407176,12407162,12407156,12658006,11659698,11659152,12407080]"
11660234,"[11660066,12658586,13653686,11659642,12407644,11659442,11659696,11148860]"
11660236,"[11660110,11660222,11714694,11660112,11660084,11660142,12657950,12658244]"
11660242,"[11659566,11659446,11714600,13653614,11714532,11603792,11659550,12360396]"
11660244,"[12407070,12657560,12658218,12407156,11660058,13653544,11659558,13038952]"
11660246,"[11660068,13653618,13653602,11407248,11360652,13653628,11407246,13653542]"
11660250,"[13653592,12657868,11659864,12658362,12657950,11659942,11659946,12658612]"
11714300,"[11714478,11659110,11659074,12995892,12995888,13038902,12995902,12658152]"
11714304,"[11145666,11659940,11147312,14121842,11147292,12658186,11659596,11659670]"
11714306,"[12658444,14122750,12657592,12658510,12657714,13038868,12657360,12658676]"
11714312,"[11659954,11659948,11659960,11659674,12658502,12658534,12657718,11147292]"
11714316,"[12658148,13039850,12658156,11460980,11659298,12657740,12406894,12657730]"
11714318,"[11659000,11659338,11714672,11659452,12657440,11660218,12371362,11660206]"
11714322,"[12657566,12658266,11659750,11659934,12658516,11460910,12658118,11659776]"
11714418,"[11659074,11659092,11659070,12657612,11659110,11659950,11659346,11714500]"
11714422,"[11659164,11714496,11659120,12396560,12657572,12371364,11714426,11659142]"
11714426,"[12657646,11714496,12657618,13038882,11659160,12371316,11659130,11714594]"
11714428,"[11714606,11714608,12407010,11660196,11659916,11659946,12947668,11659766]"
11714446,"[11660044,11660176,11660166,11660168,11149960,12657884,12657980,13039440]"
11714452,"[11660112,11660094,11660100,11660042,11660054,11660132,11660084,11660104]"
11714456,"[11660042,11660054,11660164,11660100,11660104,11660024,11660094,11714452]"
11714458,"[11149974,11659610,11660196,11660226,11149934,12657648,11150046,12657970]"
11714462,"[11660066,13039070,11659454,13072610,11659022,12658030,12657564,11660226]"
11714464,"[11660098,11660140,13072176,12407090,12657482,11660058,11660210,12658618]"
11714468,"[11660222,12371272,11460696,11659698,12371296,11660200,11660112,12658278]"
11714472,"[11659596,11659568,12658510,12658568,11147292,11659566,11714306,12658444]"
11714474,"[11150146,12988612,11659140,11659110,11659968,13038964,11659088,11659086]"
11714478,"[11659336,11659950,11658990,11714500,11659346,11659968,11714300,11714674]"
11714484,"[11659366,11659030,11659046,12988604,13038884,11139192,11659970,13038878]"
11714492,"[11659326,13039080,13773574,11660008,11360828,12658404,12437378,11237072]"
11714496,"[12657572,11714426,11460738,12371364,12371316,12658152,12657618,13038882]"
11714500,"[11659950,11659110,11714418,11659070,11659030,11659074,12990078,11659968]"
11714526,"[11714544,11659652,12658608,12658312,12658282,12658502,11659564,11658998]"
11714532,"[11714600,11659566,11659648,11659890,11659550,11659568,11603792,12657398]"
11714534,"[11659954,11659864,12658612,11714312,11659594,11659674,11659564,11658998]"
11714538,"[11714576,11714570,12658532,12658202,12657448,11659670,12658514,14121842]"
11714540,"[11659514,11659642,12407644,11714472,11659566,11714600,12360396,12658514]"
11714544,"[11659714,12658608,11714526,12658502,12658586,11658996,11659564,11714312]"
11714560,"[11659682,11659766,11659442,13653592,12407286,11660226,11659514,12988600]"
11714566,"[11659590,12947668,11659564,11659554,12658360,11714534,11658996,12658358]"
11714570,"[12658202,11659696,11659888,12658504,11659596,12658264,11714538,11659958]"
11714574,"[11659832,11659652,11659610,13039050,11148888,12310312,11659774,13653686]"
11714576,"[11714538,11659704,13039502,11714570,12658264,12658246,12658532,12658528]"
11714580,"[11714570,11714538,11714576,12657780,11148902,12657374,12360432,11659826]"
11714586,"[11659944,12437196,11147548,11658986,12658502,12658348,12436738,12658086]"
11714588,"[12528310,11659404,12407906,13039440,12657442,12658582,11659936,12658578]"
11714594,"[11460738,11351668,13038882,12657618,12988630,13017338,13038902,12995892]"
11714600,"[11714532,11659566,11659648,11659890,11603792,13039812,11659568,11659550]"
11714602,"[11659566,11659766,11659648,11659976,11659514,11659550,11659062,11659442]"
11714606,"[11714428,11659946,11660196,12947668,11659916,11658998,12658502,12407300]"
11714608,"[12407918,11659332,11659342,12371246,11659058,11237072,11145654,11714492]"
11714670,"[11659402,11660202,12657968,11659866,12658582,11660078,13653592,12658002]"
11714672,"[11714318,11659000,11659338,12658578,12407906,12657442,12657400,11659452]"
11714674,"[12657622,13017342,13038684,12407248,13202662,14110866,12657634,12658518]"
11714676,"[11659402,11659406,12658582,12407906,12657450,12658578,11360668,11660044]"
11714680,"[11659864,11658998,13039542,12658612,11659574,11659674,11659594,12658288]"
11714682,"[11659978,12658534,12658556,11659594,11659606,12657582,12658546,11714312]"
11714694,"[11660084,11660236,11660126,11407256,11360642,11660222,11660112,13653556]"
11714696,"[11360642,11660084,11407254,13653566,11660126,11660142,11714694,11660222]"
11714700,"[11660210,12658218,12657978,11659958,12407056,13653606,12407148,12696924]"
11714714,"[11659374,11659050,12407298,12322646,11141530,12322650,12407524,12407418]"
12099206,"[12407788,12658364,12658426,12407692,12658258,11460894,11360710,12658254]"
12310302,"[13072610,11659022,12406924,12658526,12995908,12658548,11659644,13039518]"
12310312,"[11148888,13039050,11659652,11714574,11659610,12658150,12371342,14121826]"
12310324,"[11659374,11659050,11659632,12396562,12371380,11659034,11659972,12658266]"
12322644,"[12322662,12406956,12407562,12407596,12322654,12371352,12657992,12360408]"
12322646,"[12407780,12407648,12407762,12974422,13039140,12407828,12322650,12322656]"
12322648,"[12371376,12371246,12371378,11659726,12371370,12437002,13653640,12407366]"
12322650,"[12407298,12407754,12322646,12407520,12407756,12658470,13039134,12407770]"
12322654,"[12407596,12322658,12322644,12371352,12322660,12406956,11407350,12407496]"
12322656,"[12322646,12407754,13039134,11659178,12407796,12407338,12658296,12371370]"
12322658,"[12406960,11407340,13039400,12407496,11360662,12658330,12360438,12322654]"
12322660,"[11659200,11659464,12322668,12407366,12407752,12406952,12407072,12407010]"
12322662,"[12371342,11460954,12407354,13653684,12322644,12658244,13653640,13653672]"
12322664,"[12360460,12407864,12657510,12657446,14121832,12407872,11603836,12437338]"
12322666,"[12657804,11659926,13038890,12657654,11148954,11360874,11147300,12407550]"
12322668,"[12407366,11480980,13039064,11481030,12658356,13653514,12371388,12407426]"
12360372,"[11659548,12657768,13038948,12657584,12658618,12657866,13072176,11660140]"
12360374,"[12407782,12658070,11659238,11659236,13039396,12407846,12407472,12406952]"
12360376,"[11659106,12371260,12371312,12371310,12406882,13039368,12371306,12371300]"
12360378,"[13039090,13039656,13039076,12407038,11659852,12657510,12437224,12437338]"
12360380,"[12407482,11659182,11659416,12407326,12360386,12407276,13039404,13038870]"
12360382,"[12371350,12407370,12437484,12407674,12371356,11659210,12407732,12371374]"
12360384,"[12658140,11659114,12658154,12657624,11659072,12407510,11659066,11659468]"
12360386,"[13038844,12990074,12360380,12407930,12407324,11659112,12407278,13039404]"
12360388,"[12657534,12360438,13039876,12407486,12360410,12360428,11659824,12407342]"
12360390,"[13653550,13038982,13039920,12407588,13039354,11481000,13039368,13039682]"
12360392,"[12406926,12406890,12407032,12658344,13039032,12657736,12407322,11360884]"
12360394,"[12360462,11659248,11460676,11659518,13039908,11659250,12406928,12406938]"
12360396,"[11659566,11659648,12658186,11714600,11659960,11714532,12658614,12360454]"
12360398,"[12406948,13039480,11460672,12360462,13039476,12407340,11659248,11461036]"
12360400,"[12360446,12360388,11659824,12436790,12437228,12360438,13039876,12407426]"
12360402,"[12407842,12658160,14101712,12407694,12407024,11147600,12407690,12658600]"
12360404,"[12360440,12658584,14122834,12407538,11460968,12658150,12658596,11659966]"
12360406,"[11659824,12360424,13039876,12360462,12658478,12360428,12360418,12407728]"
12360408,"[12407426,13039920,13039064,11407344,11481030,12407366,11461036,12407632]"
12360410,"[12360438,12360428,12360388,12407342,12360418,11461020,11460786,12437088]"
12360412,"[12360414,12407318,12658390,12360424,12407802,13039362,12658600,13039018]"
12360414,"[12360412,12658390,12407318,13039884,11659934,12360418,12658260,12360424]"
12360416,"[11659926,12658472,11460938,13039502,13039062,12406954,11659558,12657810]"
12360418,"[11659824,11659730,12657534,12360428,12658136,12658524,12360438,12658550]"
12360420,"[11360956,12658244,13064990,12658250,12437194,12658226,11659036,12658098]"
12360422,"[12407398,12407386,12360452,13039032,11659306,12407384,12658570,12406950]"
12360424,"[12407802,12360412,11460678,12407318,12360414,12360462,11460952,12360406]"
12360426,"[12407028,14101712,12407472,12406972,11407270,12658600,12407420,13039408]"
12360428,"[11659824,12360410,12360418,11659708,12658110,13039500,12360388,12658550]"
12360430,"[12658130,11660004,12407694,12407596,12360402,13653628,12658148,12406956]"
12360432,"[12658260,12360418,12658228,11659708,12657946,12658382,12658188,12658262]"
12360434,"[12407666,11659630,12658422,13039396,12407364,12658632,12407730,12407638]"
12360436,"[11360728,11591770,12437344,12406928,13039466,11407154,11460608,11460676]"
12360438,"[12360410,12360388,12657534,12360418,12658330,13039028,11407274,13039776]"
12360440,"[11145666,12657474,11659564,12658536,11659940,11460968,13039542,12658234]"
12360444,"[11360874,12407790,12407400,11658968,11147300,11147534,11149026,12657500]"
12360446,"[12360400,13039500,11659824,11360810,12407426,11480994,12437228,12436790]"
12360448,"[11460780,12371358,11481078,12454404,11407180,13039468,12437212,11360964]"
12360450,"[11360854,12658234,12360418,13039146,12658086,11360942,12437002,12437378]"
12360452,"[12360422,11480974,12407794,11460746,11407416,11659286,11360868,12407698]"
12360454,"[12657658,12360396,12658550,12657376,11659566,12658234,11659648,12658262]"
12360456,"[11407196,11407416,12406894,11659234,12407496,12406928,11481058,12371368]"
12360458,"[12407946,11658968,12407866,12407422,12658388,12406892,13039876,12407868]"
12360460,"[11360884,12407830,12406886,11407218,12407872,12407038,11407404,11360728]"
12360462,"[12360394,12360398,11659998,11659518,12360424,12407870,12406886,12407592]"
12360464,"[13039132,11659286,11360880,12437212,13039764,12360456,12658392,12360436]"
12371240,"[12407416,12407432,14122744,11659418,12407474,11360894,11659138,12406908]"
12371242,"[12371382,12406916,12360374,12406912,12407560,12437160,11139560,12657968]"
12371244,"[11658992,13017344,12947668,11659442,11659454,11658998,12995908,11659916]"
12371246,"[12322648,11714608,12437378,11659232,12406964,12437002,11659940,12407010]"
12371248,"[12407702,12406904,11603790,11659292,12407588,13039914,12371384,12371252]"
12371250,"[12371262,12407594,11659286,12371252,11659304,12407560,12657762,12396536]"
12371252,"[12406904,11603790,12406926,12657726,11659292,12371368,12657736,12406868]"
12371254,"[12371376,11460902,13039150,12406914,11659232,12407796,11360966,11360708]"
12371256,"[12407648,13039114,12406958,12407346,12407608,11659858,12371342,12310312]"
12371258,"[12407594,13039356,12657724,12406906,12406920,12407444,13039386,12371250]"
12371260,"[11659106,12360376,12371312,12371306,11407376,12406876,12406878,12371310]"
12371262,"[12371250,12371252,11659292,13039096,11603790,12657692,13064966,13039636]"
12371266,"[12407158,11660064,12658002,13653606,12407148,12696924,12657998,11660210]"
12371268,"[11660158,12407202,12658482,12658240,11660076,13072176,11660140,13653690]"
12371270,"[12658420,12407170,12658602,12658272,12658530,12437148,11659630,11659560]"
12371272,"[11660200,11660114,11660164,12657950,12407148,12696924,13653606,11659570]"
12371276,"[13039446,12407278,11145634,13039482,12371314,12657426,12407558,11245946]"
12371278,"[11660104,11660164,12657962,11146384,11660030,11660100,12437428,11145762]"
12371280,"[12371284,11659770,12657974,13039448,11659558,13653546,12657810,12658614]"
12371282,"[12407168,11660150,12658006,12407196,12407080,11237206,12407208,11660098]"
12371284,"[12658562,11659566,12658614,12657398,12657574,11714532,12696938,11659568]"
12371286,"[11660174,11141354,12407432,12988612,11141326,12371308,11141328,12406978]"
12371288,"[12407248,11460738,11351668,12657608,13017338,13202672,12988630,12657618]"
12371290,"[13038916,11659256,11652758,11659970,11141328,12407380,12371308,12988604]"
12371292,"[13038684,13017338,12407248,11351668,13202672,12658212,13202662,12990078]"
12371296,"[12371298,12371338,13039596,12360374,11659236,12407514,13039148,12407782]"
12371298,"[12371296,12436996,13039596,12407782,12371340,12407514,12360374,12407296]"
12371300,"[11659106,12406876,12988646,11407376,12371260,12360376,12407102,12407466]"
12371302,"[12371320,12406878,12371318,12407558,12371314,13039464,12406882,12360376]"
12371304,"[11659256,12406980,12407380,12371308,12407248,12371290,12371288,12407002]"
